row_id,image_id,bbox,category_id,height,width,position,positionName,categoryName,superCategoryName
1068,319696,"[435.88, 0.0, 64.12, 106.5]",64,333,500,2,topRight,potted plant,furniture
1069,472046,"[368.62, 178.98, 15.05, 16.76]",64,425,640,4,middleCenter,potted plant,furniture
1070,241602,"[197.15, 179.63, 25.14, 48.34]",64,427,640,3,middleLeft,potted plant,furniture
1071,371529,"[218.83, 14.96, 56.02, 348.18]",64,640,512,1,topCenter,potted plant,furniture
1072,365387,"[331.17, 234.03, 287.01, 183.24]",65,425,640,8,bottomRight,bed,furniture
1073,25096,"[0.0, 232.68, 375.0, 267.32]",67,500,375,7,bottomCenter,dining table,furniture
1074,482436,"[232.31, 225.73, 197.46, 49.8]",67,401,640,4,middleCenter,dining table,furniture
1075,165681,"[122.24, 91.11, 56.51, 10.38]",67,444,640,0,topLeft,dining table,furniture
1076,485844,"[15.01, 255.83, 260.56, 129.1]",67,396,576,6,bottomLeft,dining table,furniture
1077,30213,"[160.52, 218.1, 250.56, 230.9]",67,449,640,7,bottomCenter,dining table,furniture
1078,187513,"[105.98, 455.25, 150.86, 184.04]",70,640,427,7,bottomCenter,toilet,furniture
1079,323202,"[3.32, 46.62, 476.68, 585.28]",70,640,480,4,middleCenter,toilet,furniture
1080,227044,"[627.12, 399.83, 12.88, 52.37]",70,480,640,8,bottomRight,toilet,furniture
1081,237316,"[62.66, 260.22, 100.16, 220.18]",70,500,375,6,bottomLeft,toilet,furniture
1082,365387,"[121.11, 223.46, 155.25, 161.85]",70,425,640,6,bottomLeft,toilet,furniture
1083,306733,"[446.09, 326.06, 99.88, 99.94]",70,426,640,8,bottomRight,toilet,furniture
1084,520910,"[117.9, 430.11, 34.36, 91.93]",70,640,427,6,bottomLeft,toilet,furniture
1085,195165,"[0.0, 351.46, 66.72, 118.65]",70,478,640,6,bottomLeft,toilet,furniture
1086,474095,"[136.91, 362.16, 30.75, 75.69]",70,500,333,7,bottomCenter,toilet,furniture
1087,453634,"[59.85, 350.53, 232.52, 182.55]",70,640,480,7,bottomCenter,toilet,furniture
1088,37670,"[1.24, 28.19, 330.78, 446.42]",70,480,640,3,middleLeft,toilet,furniture
1089,435880,"[85.29, 369.72, 22.2, 21.48]",73,480,640,6,bottomLeft,laptop,electronic
1090,393569,"[443.97, 205.18, 78.31, 82.41]",73,480,640,5,middleRight,laptop,electronic
1091,338304,"[230.01, 155.86, 25.23, 30.34]",77,640,425,1,topCenter,cell phone,electronic
1092,384808,"[278.23, 85.46, 14.96, 31.67]",77,500,375,2,topRight,cell phone,electronic
1093,186980,"[406.54, 212.98, 50.46, 52.08]",78,640,457,5,middleRight,microwave,appliance
1094,292060,"[358.29, 350.47, 50.08, 43.93]",78,640,428,5,middleRight,microwave,appliance
1095,480122,"[1.66, 272.35, 144.63, 246.02]",79,640,640,3,middleLeft,oven,appliance
1096,382696,"[242.29, 170.14, 144.15, 185.05]",79,480,640,4,middleCenter,oven,appliance
1097,182611,"[0.0, 210.32, 49.5, 261.03]",79,640,480,3,middleLeft,oven,appliance
1098,40471,"[1.66, 384.0, 86.44, 224.42]",79,640,427,6,bottomLeft,oven,appliance
1099,507081,"[347.43, 417.25, 88.1, 212.78]",79,640,640,7,bottomCenter,oven,appliance
1100,52996,"[0.0, 214.84, 36.28, 71.04]",79,426,640,3,middleLeft,oven,appliance
1101,580294,"[4.61, 245.15, 437.24, 163.82]",79,443,640,7,bottomCenter,oven,appliance
1102,127182,"[391.26, 361.28, 35.74, 12.65]",81,640,427,5,middleRight,sink,appliance
1103,329219,"[197.74, 134.03, 51.24, 19.11]",81,427,640,4,middleCenter,sink,appliance
1104,365387,"[271.61, 112.96, 101.05, 101.56]",81,425,640,4,middleCenter,sink,appliance
1105,292005,"[407.73, 626.47, 72.27, 13.53]",81,640,480,8,bottomRight,sink,appliance
1106,357567,"[472.93, 456.72, 7.07, 28.64]",81,640,480,8,bottomRight,sink,appliance
1107,331352,"[53.25, 61.04, 248.05, 84.41]",81,500,351,1,topCenter,sink,appliance
1108,466085,"[228.23, 397.49, 197.09, 166.46]",81,640,480,8,bottomRight,sink,appliance
1109,66231,"[490.38, 207.38, 149.62, 213.5]",82,427,640,8,bottomRight,refrigerator,appliance
1110,127182,"[249.35, 384.0, 139.64, 167.9]",82,640,427,8,bottomRight,refrigerator,appliance
1111,74209,"[2.49, 97.25, 112.21, 163.32]",82,480,640,3,middleLeft,refrigerator,appliance
1112,147518,"[320.12, 459.67, 34.13, 53.93]",84,640,480,8,bottomRight,book,indoor
1113,156278,"[62.42, 231.5, 19.44, 41.37]",84,425,640,3,middleLeft,book,indoor
1114,199771,"[494.14, 0.0, 22.82, 25.87]",85,425,640,2,topRight,clock,indoor
1115,571804,"[99.87, 217.13, 52.34, 68.57]",86,426,640,3,middleLeft,vase,indoor
1116,472046,"[553.3, 193.92, 65.12, 67.87]",86,425,640,5,middleRight,vase,indoor
1117,173008,"[189.43, 399.35, 51.41, 21.2]",87,480,640,7,bottomCenter,scissors,indoor
1118,404484,"[53.71, 116.22, 39.69, 29.31]",88,240,320,3,middleLeft,teddy bear,indoor
1119,226408,"[105.44, 0.0, 204.31, 170.72]",88,469,640,0,topLeft,teddy bear,indoor
1120,327769,"[334.16, 1.49, 17.86, 49.52]",90,424,640,1,topCenter,toothbrush,indoor
1121,229358,"[369.68, 280.03, 22.21, 81.32]",90,423,640,7,bottomCenter,toothbrush,indoor
1122,284623,"[115.81, 200.38, 23.1, 38.58]",90,480,640,3,middleLeft,toothbrush,indoor
1123,580294,"[495.27, 184.09, 5.23, 30.23]",90,443,640,5,middleRight,toothbrush,indoor
1124,55002,"[155.09, 323.57, 160.69, 51.3]",1,375,500,7,bottomCenter,person,person
1125,30828,"[0.34, 174.84, 20.12, 54.28]",3,427,640,3,middleLeft,car,vehicle
1126,57672,"[122.87, 45.83, 49.56, 24.34]",8,480,640,0,topLeft,truck,vehicle
1127,368900,"[128.19, 266.65, 37.11, 60.54]",27,480,640,3,middleLeft,backpack,accessory
1128,259640,"[575.28, 241.11, 27.0, 35.27]",27,427,640,5,middleRight,backpack,accessory
1129,74058,"[471.13, 222.93, 26.05, 49.88]",31,427,640,5,middleRight,handbag,accessory
1130,441247,"[287.18, 205.93, 13.98, 23.94]",44,424,640,4,middleCenter,bottle,kitchen
1131,365387,"[274.28, 0.24, 17.44, 17.44]",47,425,640,1,topCenter,cup,kitchen
1132,182611,"[320.83, 556.88, 98.08, 73.15]",47,640,480,8,bottomRight,cup,kitchen
1133,397133,"[166.03, 256.36, 8.82, 18.58]",50,427,640,3,middleLeft,spoon,kitchen
1134,465129,"[244.73, 317.19, 45.59, 42.52]",51,480,640,7,bottomCenter,bowl,kitchen
1135,425226,"[92.92, 239.77, 17.35, 9.83]",52,640,480,3,middleLeft,banana,food
1136,441247,"[109.98, 247.56, 12.84, 14.02]",52,424,640,3,middleLeft,banana,food
1137,565776,"[579.17, 210.39, 49.01, 8.23]",53,421,640,5,middleRight,apple,food
1138,368900,"[355.23, 287.54, 98.87, 185.7]",62,480,640,7,bottomCenter,chair,furniture
1139,345027,"[604.53, 274.15, 21.13, 14.46]",62,403,640,8,bottomRight,chair,furniture
1140,175364,"[234.69, 305.34, 378.38, 149.67]",67,461,614,8,bottomRight,dining table,furniture
1141,292005,"[304.08, 521.7, 94.16, 101.76]",70,640,480,8,bottomRight,toilet,furniture
1142,376310,"[599.46, 289.14, 27.0, 21.94]",70,480,640,5,middleRight,toilet,furniture
1143,212453,"[197.82, 312.52, 267.63, 327.48]",70,640,480,8,bottomRight,toilet,furniture
1144,34873,"[394.48, 151.79, 44.4, 49.04]",72,480,640,4,middleCenter,tv,electronic
1145,244833,"[330.15, 93.55, 58.02, 59.27]",73,428,640,1,topCenter,laptop,electronic
1146,554291,"[91.78, 251.12, 120.56, 80.72]",74,428,640,6,bottomLeft,mouse,electronic
1147,84241,"[178.71, 186.99, 29.79, 25.94]",81,396,640,3,middleLeft,sink,appliance
1148,485844,"[437.0, 227.58, 64.4, 12.26]",81,396,576,5,middleRight,sink,appliance
1149,543047,"[388.16, 177.27, 12.7, 2.51]",81,480,640,4,middleCenter,sink,appliance
1150,29187,"[112.88, 115.82, 119.97, 236.01]",1,491,640,3,middleLeft,person,person
1151,403565,"[181.58, 230.35, 99.86, 290.04]",1,640,447,4,middleCenter,person,person
1152,371529,"[33.28, 52.49, 309.99, 522.51]",1,640,512,4,middleCenter,person,person
1153,472623,"[191.54, 347.57, 233.46, 255.24]",2,640,425,8,bottomRight,bicycle,vehicle
1154,289343,"[204.42, 304.1, 52.51, 152.76]",2,640,529,4,middleCenter,bicycle,vehicle
1155,10363,"[492.55, 0.0, 143.35, 52.9]",2,361,640,2,topRight,bicycle,vehicle
1156,492937,"[20.61, 16.04, 474.06, 585.05]",2,612,612,4,middleCenter,bicycle,vehicle
1157,380706,"[77.42, 125.48, 4.45, 6.41]",10,426,640,0,topLeft,traffic light,outdoor
1158,295809,"[433.43, 130.54, 3.4, 7.13]",11,512,640,2,topRight,fire hydrant,outdoor
1159,560474,"[486.97, 0.25, 152.49, 24.42]",28,480,640,2,topRight,umbrella,accessory
1160,91615,"[69.28, 145.69, 10.5, 18.15]",44,425,640,3,middleLeft,bottle,kitchen
1161,96001,"[42.28, 58.11, 139.44, 98.04]",51,426,640,0,topLeft,bowl,kitchen
1162,397133,"[96.69, 297.09, 7.84, 4.86]",57,427,640,6,bottomLeft,carrot,food
1163,462614,"[555.03, 344.28, 84.97, 109.33]",62,484,640,8,bottomRight,chair,furniture
1164,481386,"[0.22, 15.51, 100.25, 130.8]",64,640,427,0,topLeft,potted plant,furniture
1165,52996,"[0.0, 249.93, 217.08, 176.07]",67,426,640,6,bottomLeft,dining table,furniture
1166,3156,"[255.43, 248.26, 187.57, 367.27]",70,640,443,8,bottomRight,toilet,furniture
1167,547816,"[0.0, 518.65, 11.64, 53.19]",81,640,427,6,bottomLeft,sink,appliance
1168,397133,"[497.25, 203.4, 122.01, 28.61]",81,427,640,5,middleRight,sink,appliance
1169,480944,"[71.84, 216.38, 44.26, 70.57]",13,640,480,3,middleLeft,stop sign,outdoor
1170,226984,"[501.05, 80.12, 17.62, 24.06]",47,427,640,2,topRight,cup,kitchen
1171,229311,"[232.67, 163.16, 22.11, 20.88]",47,375,500,4,middleCenter,cup,kitchen
1172,580294,"[405.71, 174.12, 30.2, 24.45]",47,443,640,4,middleCenter,cup,kitchen
1173,84241,"[442.05, 273.75, 31.74, 24.98]",54,396,640,8,bottomRight,sandwich,food
1174,17899,"[249.4, 380.54, 54.25, 65.1]",58,640,480,4,middleCenter,hot dog,food
1175,523175,"[0.0, 1.01, 500.0, 250.75]",67,375,500,4,middleCenter,dining table,furniture
1176,438774,"[374.63, 251.8, 265.37, 168.83]",67,425,640,8,bottomRight,dining table,furniture
1177,93437,"[426.79, 275.31, 213.21, 85.55]",67,361,640,8,bottomRight,dining table,furniture
1178,91615,"[474.03, 36.71, 149.71, 85.37]",78,425,640,2,topRight,microwave,appliance
1179,465129,"[0.0, 313.64, 75.51, 50.97]",78,480,640,6,bottomLeft,microwave,appliance
1180,419974,"[0.0, 274.51, 98.95, 119.7]",79,640,426,3,middleLeft,oven,appliance
1181,445658,"[138.12, 182.4, 154.98, 217.19]",79,427,640,7,bottomCenter,oven,appliance
1182,101762,"[418.65, 69.17, 217.74, 268.27]",17,480,640,5,middleRight,cat,animal
1183,482917,"[15.09, 76.5, 256.74, 283.16]",18,375,500,3,middleLeft,dog,animal
1184,88951,"[243.39, 295.92, 49.14, 42.58]",18,374,500,7,bottomCenter,dog,animal
1185,60835,"[203.08, 44.21, 305.1, 380.89]",18,480,640,4,middleCenter,dog,animal
1186,261161,"[324.45, 26.68, 271.95, 399.32]",18,426,640,5,middleRight,dog,animal
1187,267300,"[1.19, 28.19, 638.81, 396.4]",18,480,640,4,middleCenter,dog,animal
1188,169076,"[222.88, 293.25, 369.42, 301.69]",18,612,612,7,bottomCenter,dog,animal
1189,546829,"[208.59, 147.46, 84.62, 141.72]",18,425,640,4,middleCenter,dog,animal
1190,224200,"[56.38, 239.79, 252.41, 265.98]",18,640,640,3,middleLeft,dog,animal
1191,205834,"[129.18, 20.75, 410.77, 387.53]",18,428,640,4,middleCenter,dog,animal
1192,225184,"[192.65, 353.24, 42.25, 40.49]",18,640,457,4,middleCenter,dog,animal
1193,452891,"[59.31, 84.25, 352.19, 463.16]",18,640,478,4,middleCenter,dog,animal
1194,76417,"[275.8, 143.12, 147.17, 163.09]",18,478,640,4,middleCenter,dog,animal
1195,291664,"[280.66, 169.34, 209.06, 328.8]",18,640,588,4,middleCenter,dog,animal
1196,29393,"[170.04, 157.52, 195.09, 183.7]",18,375,500,4,middleCenter,dog,animal
1197,377575,"[58.42, 159.35, 221.99, 463.45]",18,640,426,4,middleCenter,dog,animal
1198,437514,"[376.77, 1.31, 253.8, 532.45]",64,556,640,5,middleRight,potted plant,furniture
1199,77396,"[270.37, 40.25, 226.03, 148.47]",72,480,640,1,topCenter,tv,electronic
1200,131138,"[150.83, 120.38, 168.05, 183.19]",72,480,640,4,middleCenter,tv,electronic
1201,342367,"[53.26, 2.53, 586.74, 477.47]",72,480,640,4,middleCenter,tv,electronic
1202,482917,"[244.73, 0.0, 168.16, 70.54]",72,375,500,1,topCenter,tv,electronic
1203,560312,"[536.72, 173.75, 62.38, 38.43]",72,425,640,5,middleRight,tv,electronic
1204,239041,"[269.63, 205.58, 88.28, 63.33]",72,427,640,4,middleCenter,tv,electronic
1205,194832,"[280.16, 91.43, 62.89, 43.84]",72,425,640,1,topCenter,tv,electronic
1206,41872,"[523.64, 88.31, 78.5, 88.07]",72,426,640,2,topRight,tv,electronic
1207,457078,"[0.0, 221.85, 146.28, 173.36]",72,480,640,3,middleLeft,tv,electronic
1208,169076,"[23.38, 30.26, 269.55, 235.17]",72,612,612,0,topLeft,tv,electronic
1209,205514,"[217.51, 124.74, 61.9, 50.69]",72,426,640,4,middleCenter,tv,electronic
1210,509260,"[32.79, 201.75, 203.48, 169.0]",72,375,500,6,bottomLeft,tv,electronic
1211,360951,"[131.38, 31.96, 243.24, 173.11]",72,427,640,1,topCenter,tv,electronic
1212,491497,"[1.03, 180.41, 91.75, 186.6]",72,500,375,3,middleLeft,tv,electronic
1213,187249,"[32.73, 1.98, 452.23, 383.81]",72,480,640,4,middleCenter,tv,electronic
1214,226171,"[245.95, 5.88, 349.09, 238.02]",72,480,640,1,topCenter,tv,electronic
1215,46378,"[281.81, 103.74, 224.51, 240.0]",16,360,640,4,middleCenter,bird,animal
1216,577182,"[307.11, 180.31, 34.82, 37.07]",16,427,640,4,middleCenter,bird,animal
1217,289393,"[522.6, 333.02, 117.31, 140.76]",16,480,640,8,bottomRight,bird,animal
1218,197870,"[49.67, 190.9, 158.81, 188.35]",16,425,640,6,bottomLeft,bird,animal
1219,163155,"[5.51, 154.27, 537.19, 244.26]",17,427,640,4,middleCenter,cat,animal
1220,46378,"[2.31, 0.07, 607.45, 248.23]",17,360,640,4,middleCenter,cat,animal
1221,360943,"[196.19, 240.52, 81.51, 43.81]",17,640,501,4,middleCenter,cat,animal
1222,255965,"[0.0, 147.84, 548.21, 247.94]",17,427,640,4,middleCenter,cat,animal
1223,80666,"[64.83, 120.36, 469.66, 418.38]",17,640,640,4,middleCenter,cat,animal
1224,277584,"[255.52, 143.28, 210.0, 246.2]",17,480,640,4,middleCenter,cat,animal
1225,213445,"[105.62, 105.62, 201.12, 286.51]",17,500,408,4,middleCenter,cat,animal
1226,118515,"[270.13, 118.7, 125.11, 159.77]",17,299,640,4,middleCenter,cat,animal
1227,456292,"[178.32, 335.55, 139.61, 176.93]",17,640,480,4,middleCenter,cat,animal
1228,466339,"[14.32, 501.26, 143.17, 104.52]",17,640,359,6,bottomLeft,cat,animal
1229,279145,"[103.8, 322.97, 102.7, 145.35]",17,480,640,6,bottomLeft,cat,animal
1230,320554,"[223.24, 195.85, 122.34, 98.25]",17,375,500,4,middleCenter,cat,animal
1231,158548,"[139.86, 236.43, 44.8, 69.51]",20,482,640,3,middleLeft,sheep,animal
1232,238039,"[124.58, 314.25, 201.33, 279.15]",20,640,480,7,bottomCenter,sheep,animal
1233,46804,"[223.04, 62.84, 236.4, 301.16]",20,480,640,4,middleCenter,sheep,animal
1234,278353,"[85.52, 43.45, 445.51, 568.27]",20,640,596,4,middleCenter,sheep,animal
1235,176606,"[214.25, 100.53, 245.15, 269.87]",20,480,640,4,middleCenter,sheep,animal
1236,545958,"[380.25, 261.37, 191.66, 134.67]",21,428,640,8,bottomRight,cow,animal
1237,226171,"[203.2, 153.2, 50.8, 172.07]",44,480,640,4,middleCenter,bottle,kitchen
1238,456292,"[382.44, 502.45, 46.22, 107.79]",44,640,480,8,bottomRight,bottle,kitchen
1239,187249,"[473.81, 0.0, 166.19, 472.77]",44,480,640,5,middleRight,bottle,kitchen
1240,26564,"[554.26, 240.03, 55.88, 113.6]",44,426,640,8,bottomRight,bottle,kitchen
1241,472678,"[125.85, 286.01, 28.78, 83.73]",44,480,640,6,bottomLeft,bottle,kitchen
1242,190236,"[251.01, 159.74, 107.34, 134.38]",62,393,640,4,middleCenter,chair,furniture
1243,491497,"[167.38, 293.56, 186.7, 198.5]",62,500,375,8,bottomRight,chair,furniture
1244,275749,"[259.54, 225.93, 21.56, 80.43]",62,375,500,7,bottomCenter,chair,furniture
1245,366884,"[407.44, 188.89, 54.38, 78.74]",62,480,640,5,middleRight,chair,furniture
1246,363840,"[395.72, 238.61, 243.59, 235.37]",62,480,640,8,bottomRight,chair,furniture
1247,472678,"[594.58, 366.45, 44.39, 107.36]",62,480,640,8,bottomRight,chair,furniture
1248,457078,"[318.69, 440.04, 91.21, 39.96]",62,480,640,7,bottomCenter,chair,furniture
1249,77396,"[446.12, 302.12, 189.17, 177.88]",67,480,640,8,bottomRight,dining table,furniture
1250,341058,"[171.67, 534.59, 187.33, 40.66]",67,640,359,8,bottomRight,dining table,furniture
1251,214720,"[1.18, 309.05, 373.82, 181.18]",67,500,375,7,bottomCenter,dining table,furniture
1252,63740,"[208.94, 32.75, 203.3, 178.45]",72,480,640,1,topCenter,tv,electronic
1253,388258,"[29.81, 132.61, 398.85, 321.75]",2,478,640,4,middleCenter,bicycle,vehicle
1254,432553,"[79.66, 78.28, 67.29, 155.2]",2,640,427,0,topLeft,bicycle,vehicle
1255,193926,"[368.26, 18.46, 245.17, 65.66]",2,477,640,2,topRight,bicycle,vehicle
1256,429109,"[475.42, 259.37, 38.74, 30.06]",2,427,640,5,middleRight,bicycle,vehicle
1257,319607,"[202.18, 489.74, 66.7, 59.54]",2,640,640,7,bottomCenter,bicycle,vehicle
1258,306136,"[35.94, 443.46, 49.76, 120.26]",2,640,428,6,bottomLeft,bicycle,vehicle
1259,13177,"[269.97, 2.98, 111.12, 195.6]",2,427,640,1,topCenter,bicycle,vehicle
1260,27768,"[573.62, 373.75, 38.2, 81.33]",3,612,612,8,bottomRight,car,vehicle
1261,147740,"[0.0, 284.81, 181.93, 189.12]",3,480,640,6,bottomLeft,car,vehicle
1262,468124,"[31.71, 284.27, 35.78, 14.07]",3,459,640,3,middleLeft,car,vehicle
1263,230008,"[434.32, 74.32, 205.68, 236.91]",3,360,640,5,middleRight,car,vehicle
1264,76417,"[190.17, 153.23, 449.83, 316.61]",3,478,640,4,middleCenter,car,vehicle
1265,520009,"[0.0, 334.4, 216.24, 77.6]",3,412,500,6,bottomLeft,car,vehicle
1266,446651,"[0.0, 78.73, 223.37, 249.47]",3,426,640,3,middleLeft,car,vehicle
1267,463037,"[611.47, 243.24, 28.53, 16.28]",3,427,640,5,middleRight,car,vehicle
1268,136715,"[507.72, 45.77, 132.16, 269.07]",3,425,640,5,middleRight,car,vehicle
1269,176606,"[63.32, 195.27, 65.2, 54.02]",3,480,640,3,middleLeft,car,vehicle
1270,211674,"[184.88, 259.04, 14.71, 9.53]",3,406,640,3,middleLeft,car,vehicle
1271,568290,"[538.65, 203.23, 39.45, 22.54]",3,427,640,5,middleRight,car,vehicle
1272,134886,"[429.35, 373.47, 63.87, 60.86]",3,480,640,8,bottomRight,car,vehicle
1273,293245,"[169.35, 138.07, 415.28, 312.81]",4,480,640,4,middleCenter,motorcycle,vehicle
1274,165518,"[261.36, 262.7, 172.4, 247.71]",4,612,612,4,middleCenter,motorcycle,vehicle
1275,190756,"[116.76, 103.24, 376.21, 321.08]",4,480,640,4,middleCenter,motorcycle,vehicle
1276,551794,"[175.51, 257.71, 149.45, 209.23]",4,480,640,7,bottomCenter,motorcycle,vehicle
1277,142585,"[126.97, 348.31, 30.33, 94.39]",4,500,375,7,bottomCenter,motorcycle,vehicle
1278,206487,"[483.81, 281.33, 73.08, 129.39]",4,480,640,8,bottomRight,motorcycle,vehicle
1279,553776,"[186.81, 200.0, 380.21, 282.41]",4,489,640,7,bottomCenter,motorcycle,vehicle
1280,226154,"[62.43, 273.14, 68.71, 74.28]",4,507,640,3,middleLeft,motorcycle,vehicle
1281,140420,"[402.58, 233.1, 45.58, 75.68]",4,428,640,4,middleCenter,motorcycle,vehicle
1282,446651,"[491.1, 231.67, 148.9, 189.54]",4,426,640,8,bottomRight,motorcycle,vehicle
1283,571264,"[61.95, 84.95, 266.84, 314.5]",4,426,640,3,middleLeft,motorcycle,vehicle
1284,256192,"[90.2, 68.88, 477.85, 377.98]",4,480,640,4,middleCenter,motorcycle,vehicle
1285,270066,"[92.97, 77.3, 483.25, 304.86]",4,480,640,4,middleCenter,motorcycle,vehicle
1286,276284,"[168.27, 227.24, 279.01, 277.57]",4,640,500,4,middleCenter,motorcycle,vehicle
1287,13177,"[0.0, 14.39, 240.85, 407.81]",4,427,640,3,middleLeft,motorcycle,vehicle
1288,513580,"[108.0, 308.59, 139.75, 88.71]",4,484,640,6,bottomLeft,motorcycle,vehicle
1289,48924,"[283.97, 108.25, 183.91, 298.26]",4,425,640,4,middleCenter,motorcycle,vehicle
1290,343934,"[175.14, 175.68, 321.08, 240.0]",4,480,640,4,middleCenter,motorcycle,vehicle
1291,308631,"[22.87, 49.65, 553.71, 337.37]",4,426,640,4,middleCenter,motorcycle,vehicle
1292,7816,"[240.72, 152.98, 226.4, 207.29]",4,427,640,4,middleCenter,motorcycle,vehicle
1293,499622,"[93.67, 77.97, 267.63, 310.87]",4,456,412,4,middleCenter,motorcycle,vehicle
1294,363875,"[2.86, 153.4, 555.14, 476.78]",4,640,558,4,middleCenter,motorcycle,vehicle
1295,456394,"[4.0, 0.53, 192.5, 120.0]",4,176,220,4,middleCenter,motorcycle,vehicle
1296,226802,"[365.94, 199.5, 34.94, 22.94]",4,360,640,4,middleCenter,motorcycle,vehicle
1297,85376,"[14.38, 413.18, 331.47, 212.28]",4,640,480,7,bottomCenter,motorcycle,vehicle
1298,144300,"[45.2, 69.72, 536.64, 319.29]",4,427,640,4,middleCenter,motorcycle,vehicle
1299,18737,"[254.28, 159.29, 337.76, 248.52]",4,427,640,4,middleCenter,motorcycle,vehicle
1300,149406,"[86.02, 364.26, 402.87, 235.13]",4,638,640,7,bottomCenter,motorcycle,vehicle
1301,578792,"[179.44, 105.55, 411.64, 220.7]",4,427,640,4,middleCenter,motorcycle,vehicle
1302,102411,"[188.07, 181.36, 228.37, 176.55]",4,427,640,4,middleCenter,motorcycle,vehicle
1303,498709,"[0.96, 38.2, 639.04, 384.89]",4,425,640,4,middleCenter,motorcycle,vehicle
1304,433204,"[245.46, 253.34, 66.73, 66.12]",4,480,640,4,middleCenter,motorcycle,vehicle
1305,462756,"[259.85, 128.8, 239.56, 252.12]",4,426,640,4,middleCenter,motorcycle,vehicle
1306,230008,"[13.88, 85.99, 430.2, 267.75]",4,360,640,4,middleCenter,motorcycle,vehicle
1307,321557,"[8.63, 23.37, 513.44, 604.05]",4,640,547,4,middleCenter,motorcycle,vehicle
1308,224724,"[315.97, 540.21, 74.68, 36.51]",4,640,480,8,bottomRight,motorcycle,vehicle
1309,538364,"[300.94, 173.66, 278.3, 216.81]",4,480,640,5,middleRight,motorcycle,vehicle
1310,323709,"[66.16, 130.21, 404.13, 127.28]",5,320,640,4,middleCenter,airplane,vehicle
1311,96549,"[62.46, 11.42, 566.12, 157.14]",5,214,640,4,middleCenter,airplane,vehicle
1312,134886,"[139.86, 182.65, 228.08, 68.46]",5,480,640,4,middleCenter,airplane,vehicle
1313,469174,"[254.07, 71.04, 224.29, 68.09]",5,460,640,1,topCenter,airplane,vehicle
1314,442480,"[62.08, 170.06, 557.75, 89.78]",5,425,640,4,middleCenter,airplane,vehicle
1315,567432,"[170.55, 236.3, 206.76, 175.31]",5,424,640,7,bottomCenter,airplane,vehicle
1316,517523,"[58.52, 37.06, 556.92, 180.44]",5,435,640,1,topCenter,airplane,vehicle
1317,459467,"[114.05, 195.15, 357.47, 50.8]",5,423,640,4,middleCenter,airplane,vehicle
1318,500049,"[0.96, 74.67, 497.8, 186.67]",5,426,640,4,middleCenter,airplane,vehicle
1319,22396,"[326.63, 46.52, 277.12, 112.56]",5,495,640,2,topRight,airplane,vehicle
1320,101787,"[182.12, 281.4, 39.47, 33.31]",5,640,457,4,middleCenter,airplane,vehicle
1321,488270,"[352.51, 225.03, 118.89, 37.7]",5,426,640,4,middleCenter,airplane,vehicle
1322,199977,"[91.63, 153.4, 131.73, 157.5]",5,640,480,3,middleLeft,airplane,vehicle
1323,137950,"[4.64, 32.18, 531.05, 141.12]",5,415,640,1,topCenter,airplane,vehicle
1324,490413,"[8.7, 45.9, 627.85, 165.25]",5,238,640,4,middleCenter,airplane,vehicle
1325,217060,"[247.05, 303.82, 81.51, 70.93]",5,440,640,7,bottomCenter,airplane,vehicle
1326,208208,"[267.38, 0.72, 372.62, 240.53]",5,480,640,2,topRight,airplane,vehicle
1327,545407,"[176.43, 175.16, 299.74, 123.32]",5,424,640,4,middleCenter,airplane,vehicle
1328,383621,"[33.58, 207.26, 413.57, 91.16]",5,427,640,4,middleCenter,airplane,vehicle
1329,336309,"[122.67, 190.02, 162.41, 47.24]",5,427,640,3,middleLeft,airplane,vehicle
1330,497568,"[1.9, 72.25, 636.95, 314.67]",5,424,640,4,middleCenter,airplane,vehicle
1331,272136,"[2.88, 51.82, 637.12, 370.42]",5,428,640,4,middleCenter,airplane,vehicle
1332,84752,"[23.93, 99.57, 596.46, 229.78]",5,427,640,4,middleCenter,airplane,vehicle
1333,196185,"[105.31, 155.33, 421.94, 120.64]",5,427,640,4,middleCenter,airplane,vehicle
1334,575205,"[126.38, 205.84, 342.75, 114.89]",5,427,640,4,middleCenter,airplane,vehicle
1335,456865,"[87.88, 160.16, 494.83, 146.16]",5,427,640,4,middleCenter,airplane,vehicle
1336,424776,"[16.2, 87.36, 586.11, 242.07]",5,426,640,4,middleCenter,airplane,vehicle
1337,404128,"[34.34, 147.46, 492.69, 192.36]",5,427,640,4,middleCenter,airplane,vehicle
1338,381639,"[41.91, 21.9, 425.36, 117.43]",5,640,584,1,topCenter,airplane,vehicle
1339,187745,"[207.44, 166.04, 115.29, 70.16]",5,480,640,4,middleCenter,airplane,vehicle
1340,189828,"[367.48, 102.11, 198.65, 100.32]",5,612,612,2,topRight,airplane,vehicle
1341,110721,"[15.03, 1.17, 622.77, 351.31]",5,418,640,4,middleCenter,airplane,vehicle
1342,338325,"[117.6, 140.26, 334.5, 160.01]",5,428,640,4,middleCenter,airplane,vehicle
1343,404479,"[186.03, 230.13, 436.64, 135.9]",5,427,640,7,bottomCenter,airplane,vehicle
1344,208901,"[232.67, 148.37, 193.32, 136.22]",5,427,640,4,middleCenter,airplane,vehicle
1345,110359,"[223.14, 150.28, 202.94, 227.95]",5,428,640,4,middleCenter,airplane,vehicle
